pBug,epsilon,failed,passed,runtime
0.0625,0.05,0,26,4.96
0.0625,0.05,0,26,5.06
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.74
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,5.06
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.78
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,5.11
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.72
0.0625,0.05,0,26,5.03
0.0625,0.05,0,26,4.99
0.0625,0.05,0,26,4.69
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.90
0.0625,0.05,0,26,4.93
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.90
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.84
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.94
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.94
0.0625,0.05,0,26,4.82
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.96
0.0625,0.05,0,26,4.94
0.0625,0.05,0,26,4.90
0.0625,0.05,0,26,4.69
0.0625,0.05,0,26,4.95
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.86
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.97
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.98
0.0625,0.05,0,26,4.95
0.0625,0.05,0,26,4.78
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,5.04
0.0625,0.05,0,26,4.88
0.0625,0.05,0,26,4.86
0.0625,0.05,0,26,4.95
0.0625,0.05,0,26,4.94
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,5.02
0.0625,0.05,0,26,4.68
0.0625,0.05,0,26,4.99
0.0625,0.05,0,26,5.01
0.0625,0.05,0,26,5.04
0.0625,0.05,0,26,4.69
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,5.01
0.0625,0.05,0,26,5.05
0.0625,0.05,0,26,4.69
0.0625,0.05,0,26,4.80
0.0625,0.05,0,26,4.80
0.0625,0.05,0,26,4.98
0.0625,0.05,0,26,4.74
0.0625,0.05,0,26,4.75
0.0625,0.05,0,26,5.00
0.0625,0.05,0,26,4.96
0.0625,0.05,0,26,4.72
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.86
0.0625,0.05,0,26,4.82
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.82
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.76
0.0625,0.05,0,26,4.90
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.76
0.0625,0.05,0,26,4.82
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.86
0.0625,0.05,0,26,4.80
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.82
0.0625,0.05,0,26,4.78
0.0625,0.05,0,26,4.93
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.88
0.0625,0.05,0,26,4.75
0.0625,0.05,0,26,4.99
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.72
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.75
0.0625,0.05,0,26,4.73
0.0625,0.05,0,26,4.95
0.0625,0.05,0,26,4.78
0.0625,0.05,0,26,4.76
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.98
0.0625,0.05,0,26,4.88
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.86
0.0625,0.05,0,26,4.74
0.0625,0.05,0,26,4.85
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.99
0.0625,0.05,0,26,4.72
0.0625,0.05,0,26,4.90
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.90
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.73
0.0625,0.05,0,26,5.01
0.0625,0.05,0,26,4.80
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.80
0.0625,0.05,0,26,4.97
0.0625,0.05,0,26,4.69
0.0625,0.05,0,26,4.89
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.86
0.0625,0.05,0,26,4.76
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.76
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.82
0.0625,0.05,0,26,4.76
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.84
0.0625,0.05,0,26,4.92
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.79
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.96
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.69
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.93
0.0625,0.05,0,26,4.87
0.0625,0.05,0,26,4.60
0.0625,0.05,0,26,5.00
0.0625,0.05,0,26,4.72
0.0625,0.05,0,26,4.66
0.0625,0.05,0,26,4.94
0.0625,0.05,0,26,4.91
0.0625,0.05,0,26,4.83
0.0625,0.05,0,26,4.75
0.0625,0.05,0,26,4.81
0.0625,0.05,0,26,4.77
0.0625,0.05,0,26,4.59
